loc_start;loc_end;time
LOC75;LOC597;51
LOC122;LOC984;81
LOC920;LOC782;41
LOC116;LOC906;16
LOC477;LOC215;26
LOC609;LOC364;2
LOC415;LOC519;19
LOC182;LOC710;19
LOC625;LOC569;70
LOC355;LOC465;32
LOC46;LOC799;91
LOC651;LOC606;59
LOC302;LOC152;95
LOC990;LOC295;4
LOC174;LOC209;38
LOC512;LOC786;71
LOC612;LOC212;54
LOC178;LOC221;20
LOC944;LOC833;91
LOC68;LOC852;30
LOC823;LOC771;92
LOC744;LOC798;30
LOC235;LOC406;5
LOC965;LOC481;36
LOC63;LOC904;72
LOC941;LOC697;95
LOC259;LOC827;100
LOC73;LOC734;25
LOC906;LOC779;91
LOC726;LOC849;31
LOC671;LOC534;53
LOC141;LOC89;55
LOC924;LOC895;51
LOC533;LOC691;90
LOC339;LOC580;3
LOC134;LOC188;41
LOC45;LOC571;97
LOC86;LOC169;2
LOC5;LOC70;21
LOC669;LOC344;40
LOC799;LOC988;81
LOC954;LOC814;57
LOC683;LOC892;89
LOC47;LOC322;59
LOC281;LOC920;55
LOC699;LOC106;77
LOC691;LOC570;37
LOC326;LOC521;47
LOC231;LOC490;44
LOC98;LOC376;14
LOC466;LOC763;59
LOC463;LOC881;4
LOC494;LOC725;74
LOC85;LOC234;15
LOC569;LOC335;4
LOC925;LOC271;99
LOC299;LOC379;67
LOC158;LOC829;74
LOC222;LOC33;7
LOC977;LOC659;84
LOC27;LOC637;98
LOC9;LOC285;77
LOC9;LOC564;5
LOC508;LOC401;13
LOC361;LOC120;17
LOC822;LOC425;17
LOC712;LOC815;15
LOC32;LOC622;18
LOC39;LOC125;73
LOC361;LOC983;99
LOC34;LOC636;19
LOC653;LOC644;48
LOC287;LOC698;28
LOC304;LOC435;17
LOC390;LOC152;87
LOC673;LOC43;47
LOC861;LOC54;9
LOC393;LOC673;13
LOC489;LOC326;80
LOC853;LOC881;22
LOC923;LOC337;51
LOC636;LOC645;28
LOC739;LOC361;100
LOC789;LOC222;90
LOC583;LOC315;32
LOC228;LOC39;88
LOC573;LOC289;56
LOC83;LOC328;69
LOC214;LOC223;59
LOC394;LOC963;10
LOC45;LOC847;45
LOC297;LOC420;37
LOC408;LOC453;5
LOC438;LOC849;35
LOC319;LOC222;58
LOC319;LOC91;55
LOC139;LOC169;48
LOC824;LOC732;67
LOC46;LOC60;55
LOC751;LOC152;38
LOC154;LOC924;98
LOC1;LOC270;63
LOC595;LOC364;2
LOC657;LOC112;7
LOC564;LOC809;30
LOC921;LOC149;13
LOC369;LOC63;65
LOC975;LOC127;92
LOC451;LOC255;24
LOC798;LOC549;44
LOC124;LOC576;100
LOC196;LOC947;54
LOC537;LOC122;74
LOC118;LOC845;98
LOC223;LOC906;71
LOC910;LOC828;75
LOC778;LOC654;86
LOC924;LOC341;96
LOC609;LOC104;26
LOC218;LOC662;53
LOC17;LOC357;30
LOC801;LOC552;67
LOC154;LOC849;41
LOC497;LOC655;40
LOC198;LOC273;47
LOC561;LOC158;50
LOC761;LOC828;2
LOC49;LOC208;59
LOC743;LOC280;41
LOC1;LOC407;99
LOC916;LOC301;59
LOC394;LOC955;71
LOC931;LOC379;80
LOC637;LOC87;49
LOC135;LOC937;86
LOC442;LOC161;62
LOC386;LOC99;36
LOC798;LOC853;51
LOC582;LOC294;87
LOC219;LOC563;44
LOC163;LOC591;10
LOC984;LOC517;61
LOC69;LOC535;3
LOC493;LOC789;94
LOC820;LOC56;88
LOC808;LOC526;85
LOC154;LOC66;74
LOC638;LOC881;51
LOC958;LOC696;38
LOC35;LOC610;70
LOC425;LOC696;51
LOC121;LOC49;94
LOC790;LOC735;97
LOC510;LOC195;79
LOC670;LOC172;83
LOC700;LOC257;99
LOC457;LOC339;17
LOC910;LOC271;52
LOC670;LOC663;17
LOC299;LOC96;64
LOC402;LOC818;29
LOC264;LOC109;7
LOC242;LOC807;86
LOC923;LOC913;63
LOC890;LOC927;88
LOC269;LOC778;33
LOC993;LOC896;2
LOC678;LOC465;44
LOC294;LOC773;53
LOC859;LOC398;12
LOC254;LOC19;34
LOC966;LOC281;27
LOC765;LOC659;44
LOC174;LOC263;97
LOC246;LOC459;6
LOC353;LOC288;55
LOC828;LOC297;29
LOC567;LOC12;45
LOC666;LOC623;4
LOC588;LOC620;43
LOC963;LOC571;28
LOC124;LOC603;69
LOC589;LOC621;63
LOC2;LOC15;46
LOC436;LOC956;70
LOC487;LOC661;11
LOC592;LOC771;31
LOC928;LOC877;95
LOC373;LOC892;37
LOC489;LOC530;28
LOC721;LOC738;44
LOC465;LOC926;77
LOC692;LOC166;9
LOC876;LOC814;62
LOC32;LOC938;38
LOC720;LOC245;4
LOC198;LOC424;18
LOC236;LOC472;68
LOC734;LOC172;28
LOC421;LOC328;92
LOC893;LOC940;14
LOC291;LOC337;87
LOC457;LOC884;75
LOC788;LOC927;31
LOC907;LOC828;67
LOC425;LOC639;22
LOC628;LOC287;36
LOC772;LOC580;89
LOC750;LOC585;15
LOC209;LOC732;56
LOC145;LOC554;71
LOC166;LOC647;87
LOC702;LOC774;78
LOC414;LOC543;95
LOC647;LOC102;33
LOC418;LOC16;11
LOC508;LOC90;83
LOC324;LOC348;15
LOC639;LOC30;48
LOC987;LOC227;98
LOC503;LOC642;65
LOC726;LOC678;23
LOC172;LOC569;53
LOC680;LOC340;72
LOC602;LOC943;18
LOC992;LOC329;31
LOC817;LOC815;96
LOC674;LOC638;81
LOC40;LOC572;95
LOC237;LOC268;95
LOC496;LOC943;34
LOC961;LOC114;15
LOC801;LOC484;76
LOC478;LOC26;8
LOC509;LOC176;61
LOC524;LOC348;75
LOC316;LOC504;78
LOC313;LOC896;31
LOC656;LOC412;53
LOC449;LOC590;98
LOC53;LOC779;49
LOC359;LOC357;52
LOC338;LOC247;96
LOC115;LOC806;68
LOC509;LOC760;47
LOC577;LOC537;26
LOC393;LOC607;8
LOC217;LOC82;18
LOC875;LOC624;46
LOC525;LOC316;87
LOC546;LOC840;57
LOC789;LOC758;39
LOC902;LOC695;39
LOC278;LOC202;20
LOC599;LOC352;36
LOC532;LOC756;14
LOC467;LOC363;1
LOC122;LOC160;55
LOC777;LOC778;50
LOC541;LOC143;57
LOC518;LOC499;10
LOC884;LOC531;66
LOC894;LOC717;13
LOC353;LOC464;64
LOC975;LOC212;56
LOC311;LOC671;58
LOC668;LOC416;20
LOC281;LOC263;11
LOC236;LOC464;52
LOC605;LOC61;30
LOC189;LOC426;29
LOC816;LOC262;72
LOC415;LOC821;78
LOC658;LOC628;66
LOC431;LOC927;39
LOC522;LOC674;39
LOC111;LOC418;25
LOC551;LOC243;34
LOC546;LOC936;65
LOC866;LOC555;31
LOC125;LOC635;46
LOC285;LOC898;65
LOC784;LOC132;89
LOC10;LOC875;50
LOC155;LOC38;13
LOC933;LOC993;17
LOC796;LOC184;96
LOC890;LOC687;52
LOC151;LOC920;86
LOC718;LOC334;85
LOC220;LOC568;88
LOC48;LOC404;51
LOC457;LOC737;50
LOC670;LOC704;71
LOC44;LOC693;80
LOC348;LOC586;30
LOC246;LOC712;13
LOC476;LOC2;85
LOC959;LOC498;40
LOC857;LOC86;51
LOC27;LOC136;27
LOC97;LOC811;80
LOC652;LOC953;1
LOC840;LOC64;86
LOC713;LOC350;82
LOC128;LOC98;34
LOC323;LOC838;92
LOC906;LOC743;17
LOC263;LOC759;23
LOC585;LOC465;84
LOC857;LOC318;5
LOC853;LOC454;71
LOC171;LOC518;29
LOC719;LOC497;35
LOC398;LOC186;13
LOC228;LOC564;18
LOC978;LOC864;61
LOC453;LOC778;51
LOC983;LOC439;13
LOC187;LOC721;87
LOC10;LOC876;66
LOC409;LOC628;58
LOC648;LOC31;24
LOC717;LOC923;77
LOC369;LOC726;23
LOC321;LOC97;69
LOC831;LOC638;13
LOC82;LOC869;2
LOC449;LOC970;51
LOC78;LOC745;68
LOC703;LOC245;40
LOC795;LOC267;41
LOC17;LOC97;79
LOC267;LOC810;89
LOC350;LOC322;77
LOC846;LOC758;71
LOC922;LOC901;37
LOC167;LOC587;52
LOC720;LOC980;77
LOC254;LOC243;21
LOC712;LOC391;24
LOC945;LOC854;72
LOC100;LOC363;66
LOC649;LOC924;56
LOC86;LOC899;29
LOC48;LOC602;46
LOC864;LOC996;85
LOC357;LOC182;53
LOC320;LOC395;15
LOC503;LOC522;82
LOC815;LOC507;60
LOC33;LOC254;98
LOC648;LOC699;31
LOC82;LOC470;2
LOC113;LOC735;13
LOC736;LOC403;4
LOC312;LOC636;63
LOC565;LOC875;91
LOC997;LOC512;100
LOC915;LOC668;19
LOC879;LOC785;93
LOC413;LOC515;1
LOC638;LOC909;90
LOC13;LOC924;40
LOC831;LOC491;30
LOC832;LOC24;62
LOC462;LOC59;24
LOC62;LOC142;38
LOC960;LOC676;85
LOC657;LOC676;92
LOC778;LOC490;33
LOC439;LOC994;62
LOC619;LOC874;63
LOC812;LOC480;5
LOC3;LOC822;20
LOC892;LOC581;30
LOC319;LOC566;91
LOC608;LOC650;61
LOC470;LOC588;91
LOC910;LOC980;37
LOC937;LOC135;91
LOC204;LOC517;29
LOC338;LOC54;77
LOC721;LOC209;16
LOC189;LOC785;42
LOC810;LOC87;96
LOC696;LOC843;51
LOC336;LOC769;11
LOC598;LOC20;35
LOC117;LOC422;69
LOC413;LOC318;33
LOC516;LOC596;19
LOC196;LOC763;73
LOC466;LOC410;98
LOC144;LOC900;2
LOC45;LOC147;43
LOC258;LOC706;3
LOC220;LOC442;16
LOC509;LOC772;69
LOC545;LOC179;33
LOC459;LOC229;46
LOC259;LOC37;19
LOC920;LOC465;63
LOC383;LOC271;70
LOC496;LOC478;25
LOC984;LOC616;35
LOC375;LOC162;30
LOC507;LOC212;39
LOC133;LOC502;56
LOC20;LOC253;11
LOC530;LOC746;95
LOC965;LOC390;81
LOC154;LOC197;95
LOC948;LOC853;51
LOC181;LOC945;54
LOC613;LOC498;43
LOC28;LOC721;34
LOC250;LOC51;25
LOC372;LOC566;27
LOC415;LOC132;12
LOC413;LOC474;39
LOC639;LOC578;5
LOC958;LOC200;29
LOC994;LOC177;4
LOC771;LOC890;38
LOC176;LOC153;48
LOC234;LOC701;24
LOC514;LOC829;81
LOC99;LOC470;98
LOC568;LOC435;44
LOC741;LOC606;92
LOC732;LOC411;39
LOC776;LOC6;73
LOC220;LOC520;77
LOC3;LOC640;52
LOC653;LOC242;67
LOC238;LOC651;58
LOC348;LOC372;38
LOC743;LOC149;2
LOC47;LOC524;61
LOC15;LOC100;35
LOC128;LOC54;45
LOC970;LOC492;81
LOC91;LOC965;65
LOC324;LOC163;53
LOC802;LOC747;65
LOC421;LOC738;31
LOC250;LOC674;17
LOC817;LOC212;10
LOC939;LOC875;93
LOC50;LOC832;65
LOC24;LOC650;47
LOC654;LOC625;68
LOC973;LOC46;63
LOC828;LOC833;43
LOC994;LOC995;18
LOC540;LOC797;22
LOC90;LOC181;73
LOC962;LOC650;65
LOC724;LOC179;42
LOC766;LOC477;60
LOC264;LOC983;35
LOC566;LOC575;34
LOC348;LOC971;95
LOC135;LOC774;93
LOC756;LOC407;78
LOC604;LOC97;33
LOC153;LOC994;37
LOC362;LOC80;16
LOC680;LOC420;21
LOC203;LOC888;25
LOC596;LOC586;23
LOC242;LOC259;15
LOC343;LOC781;3
LOC323;LOC263;28
LOC700;LOC400;11
LOC833;LOC939;57
LOC566;LOC805;9
LOC125;LOC582;10
LOC466;LOC378;12
LOC481;LOC32;97
LOC181;LOC836;48
LOC851;LOC226;73
LOC926;LOC758;76
LOC451;LOC339;14
LOC855;LOC656;58
LOC52;LOC579;43
LOC808;LOC683;91
LOC130;LOC881;100
LOC367;LOC519;63
LOC493;LOC902;95
LOC795;LOC962;3
LOC637;LOC13;68
LOC52;LOC230;74
LOC972;LOC215;42
LOC509;LOC763;47
LOC186;LOC1000;62
LOC927;LOC405;18
LOC217;LOC640;57
LOC979;LOC151;19
LOC41;LOC270;29
LOC993;LOC435;34
LOC882;LOC544;80
LOC819;LOC105;59
LOC45;LOC39;68
LOC411;LOC114;39
LOC338;LOC66;30
LOC475;LOC435;55
LOC789;LOC856;77
LOC911;LOC830;74
LOC312;LOC554;34
LOC237;LOC259;100
LOC529;LOC220;14
LOC52;LOC507;20
LOC543;LOC13;53
LOC650;LOC307;43
LOC266;LOC284;29
LOC216;LOC828;2
LOC858;LOC961;75
LOC719;LOC443;52
LOC39;LOC33;52
LOC381;LOC617;11
LOC83;LOC673;89
LOC447;LOC343;34
LOC218;LOC322;82
LOC544;LOC543;91
LOC887;LOC745;11
LOC179;LOC50;52
LOC830;LOC134;85
LOC910;LOC917;66
LOC578;LOC271;82
LOC298;LOC584;27
LOC932;LOC411;28
LOC252;LOC544;60
LOC179;LOC310;40
LOC677;LOC105;56
LOC812;LOC340;44
LOC562;LOC875;33
LOC947;LOC960;93
LOC625;LOC887;18
LOC610;LOC576;95
LOC713;LOC416;10
LOC781;LOC894;75
LOC805;LOC594;16
LOC613;LOC448;97
LOC741;LOC721;57
LOC947;LOC278;12
LOC116;LOC653;82
LOC622;LOC67;27
LOC786;LOC32;98
LOC571;LOC912;27
LOC751;LOC405;48
LOC370;LOC123;52
LOC156;LOC692;93
LOC437;LOC700;51
LOC180;LOC871;19
LOC355;LOC979;94
LOC73;LOC93;76
LOC498;LOC529;76
LOC538;LOC683;56
LOC752;LOC739;26
LOC435;LOC423;72
LOC267;LOC436;6
LOC582;LOC477;44
LOC311;LOC46;93
LOC391;LOC517;69
LOC405;LOC449;58
LOC731;LOC715;51
LOC689;LOC954;68
LOC910;LOC178;25
LOC333;LOC72;96
LOC306;LOC382;72
LOC361;LOC360;40
LOC441;LOC97;15
LOC388;LOC952;87
LOC882;LOC475;47
LOC887;LOC198;50
LOC347;LOC885;14
LOC563;LOC365;61
LOC395;LOC121;11
LOC828;LOC861;67
LOC689;LOC297;49
LOC613;LOC80;31
LOC455;LOC736;33
LOC992;LOC111;92
LOC984;LOC469;44
LOC358;LOC744;94
LOC284;LOC623;86
LOC295;LOC496;66
LOC586;LOC189;39
LOC937;LOC543;65
LOC651;LOC674;66
LOC729;LOC593;80
LOC516;LOC520;38
LOC821;LOC383;86
LOC278;LOC595;20
LOC417;LOC792;21
LOC657;LOC983;41
LOC603;LOC513;66
LOC571;LOC915;26
LOC279;LOC731;89
LOC55;LOC696;14
LOC277;LOC744;7
LOC110;LOC819;10
LOC428;LOC830;16
LOC184;LOC246;82
LOC229;LOC415;86
LOC483;LOC204;49
LOC829;LOC700;59
LOC858;LOC98;92
LOC325;LOC299;94
LOC421;LOC445;98
LOC892;LOC816;17
LOC464;LOC782;30
LOC910;LOC556;31
LOC65;LOC513;34
LOC965;LOC42;12
LOC902;LOC208;60
LOC37;LOC293;4
LOC493;LOC557;13
LOC698;LOC989;37
LOC121;LOC911;83
LOC467;LOC170;15
LOC678;LOC882;45
LOC410;LOC176;76
LOC307;LOC411;8
LOC206;LOC256;58
LOC260;LOC668;84
LOC308;LOC873;97
LOC140;LOC257;97
LOC974;LOC924;52
LOC85;LOC45;12
LOC304;LOC591;17
LOC284;LOC562;21
LOC363;LOC298;33
LOC950;LOC982;32
LOC532;LOC450;84
LOC925;LOC559;8
LOC423;LOC819;50
LOC484;LOC605;30
LOC893;LOC241;78
LOC111;LOC991;1
LOC790;LOC377;74
LOC435;LOC105;15
LOC438;LOC582;16
LOC891;LOC403;55
LOC865;LOC34;7
LOC243;LOC684;34
LOC27;LOC426;45
LOC455;LOC677;98
LOC394;LOC251;87
LOC825;LOC985;95
LOC212;LOC306;70
LOC492;LOC367;100
LOC704;LOC191;4
LOC921;LOC705;68
LOC642;LOC994;82
LOC692;LOC39;94
LOC252;LOC41;5
LOC49;LOC462;11
LOC566;LOC55;15
LOC198;LOC737;38
LOC69;LOC65;69
LOC895;LOC198;80
LOC906;LOC841;97
LOC686;LOC225;96
LOC548;LOC827;16
LOC482;LOC264;41
LOC196;LOC837;25
LOC429;LOC411;97
LOC266;LOC576;64
LOC351;LOC286;19
LOC217;LOC506;41
LOC834;LOC100;2
LOC384;LOC375;55
LOC363;LOC713;8
LOC357;LOC917;13
LOC863;LOC424;50
LOC992;LOC778;99
LOC429;LOC540;45
LOC960;LOC722;67
LOC257;LOC293;14
LOC501;LOC14;39
LOC842;LOC486;22
LOC165;LOC197;42
LOC682;LOC753;89
LOC893;LOC570;66
LOC82;LOC840;6
LOC504;LOC93;88
LOC422;LOC174;15
LOC865;LOC256;97
LOC378;LOC534;60
LOC680;LOC956;7
LOC795;LOC170;38
LOC920;LOC778;39
LOC740;LOC377;38
LOC555;LOC286;83
LOC89;LOC929;20
LOC7;LOC123;87
LOC84;LOC442;46
LOC718;LOC472;67
LOC909;LOC324;62
LOC33;LOC241;68
LOC916;LOC276;1
LOC662;LOC802;33
LOC837;LOC843;82
LOC526;LOC976;26
LOC690;LOC470;84
LOC333;LOC848;91
LOC951;LOC622;93
LOC71;LOC194;22
LOC603;LOC801;5
LOC388;LOC905;14
LOC340;LOC331;21
LOC256;LOC753;88
LOC576;LOC776;56
LOC396;LOC952;84
LOC64;LOC839;92
LOC13;LOC62;87
LOC398;LOC11;40
LOC725;LOC9;31
LOC811;LOC115;35
LOC121;LOC178;61
LOC810;LOC686;23
LOC877;LOC763;21
LOC57;LOC689;78
LOC552;LOC709;21
LOC128;LOC465;40
LOC867;LOC519;84
LOC752;LOC773;18
LOC198;LOC861;62
LOC612;LOC293;61
LOC823;LOC445;57
LOC641;LOC324;36
LOC827;LOC619;14
LOC742;LOC221;29
LOC62;LOC452;32
LOC743;LOC817;89
LOC39;LOC198;89
LOC507;LOC419;50
LOC323;LOC13;92
LOC173;LOC316;88
LOC90;LOC265;91
LOC946;LOC52;100
LOC567;LOC764;10
LOC389;LOC287;33
LOC130;LOC731;61
LOC13;LOC742;24
LOC822;LOC105;30
LOC635;LOC592;68
LOC810;LOC135;59
LOC797;LOC804;27
LOC256;LOC141;69
LOC820;LOC203;72
LOC788;LOC321;69
LOC438;LOC53;98
LOC711;LOC376;95
LOC861;LOC607;18
LOC778;LOC122;83
LOC900;LOC926;75
LOC923;LOC406;15
LOC931;LOC631;100
LOC278;LOC761;82
LOC559;LOC93;87
LOC224;LOC22;56
LOC740;LOC965;85
LOC154;LOC36;13
LOC838;LOC494;88
LOC665;LOC62;92
LOC43;LOC299;32
LOC466;LOC426;55
LOC165;LOC704;41
LOC462;LOC847;27
LOC799;LOC993;71
LOC443;LOC937;9
LOC334;LOC624;43
LOC103;LOC547;4
LOC95;LOC506;31
LOC631;LOC977;32
LOC965;LOC975;59
LOC738;LOC704;90
LOC645;LOC26;74
LOC935;LOC382;100
LOC437;LOC293;98
LOC500;LOC42;28
LOC483;LOC160;66
LOC69;LOC467;95
LOC384;LOC688;19
LOC479;LOC820;45
LOC856;LOC849;71
LOC72;LOC804;55
LOC728;LOC357;81
LOC562;LOC833;80
LOC86;LOC989;68
LOC510;LOC269;83
LOC32;LOC193;47
LOC638;LOC135;71
LOC891;LOC714;77
LOC366;LOC107;52
LOC237;LOC922;22
LOC888;LOC943;18
LOC757;LOC108;57
LOC339;LOC983;32
LOC219;LOC24;94
LOC564;LOC103;20
LOC469;LOC564;42
LOC18;LOC292;8
LOC136;LOC487;20
LOC35;LOC729;3
LOC133;LOC519;31
LOC550;LOC936;52
LOC718;LOC3;67
LOC573;LOC594;52
LOC627;LOC950;42
LOC494;LOC700;31
LOC219;LOC955;35
LOC336;LOC711;91
LOC382;LOC312;79
LOC418;LOC721;11
LOC39;LOC20;1
LOC333;LOC419;92
LOC928;LOC213;46
LOC802;LOC90;59
LOC993;LOC920;33
LOC392;LOC638;63
LOC128;LOC402;97
LOC17;LOC209;29
LOC639;LOC148;34
LOC583;LOC786;41
LOC692;LOC11;37
LOC461;LOC870;4
LOC871;LOC352;51
LOC146;LOC12;87
LOC177;LOC997;97
LOC278;LOC293;22
LOC73;LOC27;43
LOC909;LOC170;42
LOC22;LOC80;22
LOC810;LOC307;95
LOC632;LOC97;23
LOC637;LOC900;79
LOC868;LOC471;21
LOC122;LOC279;28
LOC869;LOC912;46
LOC228;LOC903;76
LOC635;LOC330;32
LOC837;LOC766;74
LOC853;LOC495;99
LOC782;LOC833;73
LOC716;LOC478;100
LOC48;LOC171;34
LOC474;LOC585;57
LOC935;LOC962;89
LOC194;LOC851;95
LOC215;LOC150;23
LOC490;LOC772;12
LOC39;LOC432;64
LOC769;LOC320;37
LOC57;LOC92;70
LOC748;LOC316;41
LOC417;LOC575;29
LOC642;LOC36;23
LOC180;LOC566;77
LOC471;LOC979;83
LOC872;LOC535;61
LOC645;LOC577;93
LOC648;LOC993;22
LOC328;LOC728;34
LOC652;LOC716;73
LOC101;LOC485;49
LOC909;LOC654;46
LOC200;LOC715;66
LOC661;LOC947;46
LOC727;LOC971;33
LOC823;LOC344;19
LOC605;LOC144;39
LOC211;LOC541;33
LOC115;LOC557;56
LOC879;LOC422;58
LOC464;LOC98;17
LOC743;LOC752;65
LOC221;LOC261;92
LOC612;LOC783;14
LOC604;LOC223;18
LOC299;LOC590;52
LOC959;LOC217;89
LOC586;LOC36;29
LOC869;LOC987;6
LOC167;LOC449;21
LOC883;LOC956;70
LOC414;LOC485;3
LOC118;LOC866;28
LOC441;LOC497;82
LOC444;LOC646;30
LOC340;LOC336;6
LOC878;LOC201;73
LOC765;LOC653;20
LOC388;LOC527;54
LOC998;LOC753;14
LOC175;LOC660;35
LOC243;LOC803;60
LOC272;LOC147;31
LOC557;LOC694;59
LOC485;LOC622;18
LOC712;LOC579;38
LOC937;LOC452;59
LOC31;LOC7;57
LOC80;LOC698;87
LOC303;LOC880;69
LOC566;LOC973;59
LOC412;LOC727;98
LOC539;LOC913;64
LOC106;LOC640;64
LOC496;LOC266;69
LOC113;LOC674;61
LOC127;LOC416;71
LOC103;LOC982;16
LOC977;LOC625;87
LOC146;LOC911;40
LOC523;LOC344;3
LOC796;LOC108;10
LOC661;LOC101;4
LOC20;LOC545;61
LOC778;LOC496;59
LOC452;LOC835;99
LOC194;LOC647;65
LOC68;LOC455;14
LOC731;LOC580;63
LOC236;LOC537;60
LOC348;LOC353;59
LOC874;LOC632;1
LOC728;LOC63;16
LOC601;LOC22;82
LOC639;LOC477;3
LOC39;LOC786;72
LOC676;LOC960;66
LOC556;LOC236;39
LOC278;LOC404;2
LOC407;LOC388;65
LOC647;LOC101;36
LOC126;LOC119;65
LOC903;LOC13;35
LOC775;LOC352;69
LOC547;LOC416;54
LOC543;LOC96;79
LOC917;LOC474;97
LOC438;LOC293;37
LOC312;LOC284;45
LOC622;LOC515;98
LOC222;LOC843;100
LOC758;LOC596;97
LOC176;LOC81;85
LOC616;LOC645;40
LOC479;LOC909;54
LOC893;LOC582;61
LOC110;LOC217;50
LOC254;LOC483;90
LOC88;LOC304;56
LOC601;LOC139;35
LOC954;LOC781;96
LOC35;LOC554;61
LOC398;LOC440;26
LOC90;LOC1000;68
LOC130;LOC848;7
LOC817;LOC926;33
LOC668;LOC412;65
LOC357;LOC613;53
LOC347;LOC783;78
LOC673;LOC179;95
LOC991;LOC716;59
LOC433;LOC964;72
LOC816;LOC225;32
LOC693;LOC374;80
LOC706;LOC280;53
LOC655;LOC307;41
LOC724;LOC548;24
LOC173;LOC926;37
LOC35;LOC740;88
LOC673;LOC603;74
LOC867;LOC689;22
LOC122;LOC101;75
LOC744;LOC590;57
LOC850;LOC730;58
LOC124;LOC453;32
LOC935;LOC499;88
LOC744;LOC446;69
LOC720;LOC173;61
LOC13;LOC290;17
LOC255;LOC944;88
LOC281;LOC422;65
LOC912;LOC739;5
LOC695;LOC313;16
LOC756;LOC996;15
LOC34;LOC983;52
LOC649;LOC233;27
LOC220;LOC578;60
LOC902;LOC814;23
LOC593;LOC380;48
LOC441;LOC348;76
LOC705;LOC288;74
LOC599;LOC883;6
LOC249;LOC112;64
LOC70;LOC41;21
LOC699;LOC487;95
LOC595;LOC848;2
LOC477;LOC263;66
LOC775;LOC859;93
LOC999;LOC502;83
LOC875;LOC22;48
LOC522;LOC675;67
LOC942;LOC733;7
LOC548;LOC194;2
LOC535;LOC894;31
LOC665;LOC810;62
LOC80;LOC47;49
LOC607;LOC957;68
LOC791;LOC754;35
LOC341;LOC844;1
LOC535;LOC10;94
LOC453;LOC235;78
LOC759;LOC161;98
LOC113;LOC243;41
LOC717;LOC783;68
LOC705;LOC153;78
LOC160;LOC631;1
LOC331;LOC771;55
LOC299;LOC38;51
LOC558;LOC162;100
LOC500;LOC244;38
LOC310;LOC470;31
LOC126;LOC398;57
LOC6;LOC999;50
LOC225;LOC295;92
LOC627;LOC563;19
LOC398;LOC913;63
LOC122;LOC705;13
LOC619;LOC710;99
LOC685;LOC619;54
LOC484;LOC111;15
LOC847;LOC508;18
LOC292;LOC428;94
LOC583;LOC601;95
LOC527;LOC317;9
LOC604;LOC175;65
LOC135;LOC794;91
LOC312;LOC199;60
LOC215;LOC497;59
LOC790;LOC931;99
LOC295;LOC2;88
LOC598;LOC854;13
LOC461;LOC817;87
LOC994;LOC146;47
LOC246;LOC136;58
LOC619;LOC188;60
LOC815;LOC515;57
LOC726;LOC328;59
LOC743;LOC448;70
LOC972;LOC666;1
LOC907;LOC846;31
LOC751;LOC837;33
LOC800;LOC354;36
LOC386;LOC642;61
LOC565;LOC512;21
LOC675;LOC67;43
LOC301;LOC514;1
LOC664;LOC196;14
LOC521;LOC763;89
LOC549;LOC224;14
LOC587;LOC736;33
LOC323;LOC24;32
LOC206;LOC506;82
LOC295;LOC456;38
LOC904;LOC242;28
LOC83;LOC404;91
LOC619;LOC399;25
LOC924;LOC615;6
LOC286;LOC176;14
LOC305;LOC919;6
LOC627;LOC304;31
LOC314;LOC497;87
LOC875;LOC248;81
LOC146;LOC398;18
LOC489;LOC103;62
LOC636;LOC321;31
LOC840;LOC224;93
LOC979;LOC58;27
LOC798;LOC953;89
LOC260;LOC983;60
LOC38;LOC451;42
LOC743;LOC658;84
LOC446;LOC52;99
LOC780;LOC564;42
LOC596;LOC39;12
LOC151;LOC729;60
LOC163;LOC530;93
LOC286;LOC243;8
LOC494;LOC441;2
LOC540;LOC41;8
LOC891;LOC365;65
LOC245;LOC506;1
LOC614;LOC436;96
LOC821;LOC762;63
LOC735;LOC401;44
LOC267;LOC334;77
LOC684;LOC860;10
LOC346;LOC640;71
LOC995;LOC829;64
LOC787;LOC909;36
LOC619;LOC105;18
LOC818;LOC591;26
LOC838;LOC167;92
LOC54;LOC949;88
LOC833;LOC158;42
LOC657;LOC288;19
LOC528;LOC269;33
LOC619;LOC488;76
LOC339;LOC146;99
LOC310;LOC541;25
LOC462;LOC67;17
LOC592;LOC550;12
LOC745;LOC916;29
LOC411;LOC57;93
LOC458;LOC210;7
LOC335;LOC498;48
LOC618;LOC721;65
LOC156;LOC79;83
LOC510;LOC751;53
LOC34;LOC720;1
LOC701;LOC360;10
LOC446;LOC104;72
LOC794;LOC625;6
LOC846;LOC189;40
LOC832;LOC271;98
LOC999;LOC443;76
LOC620;LOC808;20
LOC368;LOC108;41
LOC609;LOC868;67
LOC919;LOC202;20
LOC142;LOC564;12
LOC610;LOC368;82
LOC9;LOC331;24
LOC3;LOC406;79
LOC936;LOC624;21
LOC501;LOC110;88
LOC429;LOC770;37
LOC341;LOC344;57
LOC712;LOC228;85
LOC176;LOC967;50
LOC805;LOC453;33
LOC37;LOC747;44
LOC598;LOC131;51
LOC861;LOC613;33
LOC2;LOC146;36
LOC52;LOC731;50
LOC18;LOC127;7
LOC213;LOC97;79
LOC93;LOC629;8
LOC492;LOC113;34
LOC535;LOC509;93
LOC893;LOC472;48
LOC176;LOC972;28
LOC484;LOC736;56
LOC528;LOC311;40
LOC810;LOC428;100
LOC726;LOC827;15
